gender,age,age_o,d_age,race_o,samerace,d_importance_same_race,d_importance_same_religion,field,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,d_like,met,decision_o,match
male,27,20,20,'Black/African American',0,1,1,Education,18,18,18,18,10,10,4,7,4,4,7,4,75,18,18,18,10,10,7,7,7,7,7,7,9,7,7,4,4,7,3,7,9,3,3,9,3,7,9,3,3,7,7,7,3,7,8,15,4,7,0,0,0
male,27,21,21,European/Caucasian-American,1,1,1,Education,18,10,75,18,10,10,7,9,7,7,9,4,75,18,18,18,10,10,7,7,7,7,7,7,7,7,7,7,9,7,3,7,9,3,3,9,3,7,9,3,3,7,7,7,3,7,8,15,4,7,0,0,0
male,27,21,21,European/Caucasian-American,1,1,1,Education,10,10,75,75,18,10,7,9,7,9,7,4,75,18,18,18,10,10,7,7,7,7,7,7,4,7,7,7,7,7,3,7,9,3,3,9,3,7,9,3,3,7,7,7,3,7,8,15,4,7,0,1,1
male,27,21,21,European/Caucasian-American,1,1,1,Education,18,10,18,18,18,10,7,7,7,7,9,4,75,18,18,18,10,10,7,7,7,7,7,7,9,9,9,4,9,7,3,7,9,3,3,9,3,7,9,3,3,7,7,7,3,7,8,15,4,7,0,0,0
male,27,19,19,'Latino/Hispanic American',0,1,1,Education,75,10,10,10,10,10,7,9,9,4,4,7,75,18,18,18,10,10,7,7,7,7,7,9,9,9,9,9,4,7,3,7,9,3,3,9,3,7,9,3,3,7,7,7,3,7,8,15,4,9,0,1,1
male,27,20,20,'Latino/Hispanic American',0,1,1,Education,10,10,75,75,10,10,4,7,4,4,4,4,75,18,18,18,10,10,7,7,7,7,7,9,7,7,9,9,7,7,3,7,9,3,3,9,3,7,9,3,3,7,7,7,3,7,8,15,4,7,0,0,0
male,27,21,21,European/Caucasian-American,1,1,1,Education,75,10,10,75,10,10,7,7,7,7,9,7,75,18,18,18,10,10,7,7,7,7,7,7,7,9,7,4,7,7,3,7,9,3,3,9,3,7,9,3,3,7,7,7,3,7,8,15,4,7,0,0,0
male,27,27,0,European/Caucasian-American,0,1,1,Education,10,10,10,10,10,10,4,4,4,4,4,4,75,18,18,18,10,10,7,7,7,7,7,7,7,9,9,7,4,7,3,7,9,3,3,9,3,7,9,3,3,7,7,7,3,7,8,15,4,7,0,0,0
male,20,20,0,Other,0,5,1,Engineering,10,10,18,75,10,10,7,7,7,7,7,7,75,10,10,10,10,10,4,7,7,7,7,4,4,4,4,4,4,7,3,9,7,3,3,7,3,7,7,3,3,3,3,9,7,3,6,2,1,3,0,1,0
male,20,21,1,European/Caucasian-American,0,5,1,Engineering,10,10,75,75,10,10,9,9,7,7,4,4,75,10,10,10,10,10,4,7,7,7,7,4,4,4,7,4,4,7,3,9,7,3,3,7,3,7,7,3,3,3,3,9,7,3,6,2,1,3,0,1,0
male,20,20,0,'Black/African American',0,5,1,Engineering,18,18,18,18,10,10,7,7,7,4,7,7,75,10,10,10,10,10,4,7,7,7,7,4,4,7,4,4,4,7,3,9,7,3,3,7,3,7,7,3,3,3,3,9,7,3,6,2,1,3,0,1,0
male,20,21,1,European/Caucasian-American,0,5,1,Engineering,18,10,75,18,10,10,7,9,9,9,9,4,75,10,10,10,10,10,4,7,7,7,7,7,4,4,4,4,4,7,3,9,7,3,3,7,3,7,7,3,3,3,3,9,7,3,6,2,1,7,0,0,0
male,20,21,1,European/Caucasian-American,0,5,1,Engineering,10,10,75,75,18,10,9,7,7,7,7,4,75,10,10,10,10,10,4,7,7,7,7,4,7,4,4,4,4,7,3,9,7,3,3,7,3,7,7,3,3,3,3,9,7,3,6,2,1,3,0,1,0
male,20,21,1,European/Caucasian-American,0,5,1,Engineering,18,10,18,18,18,10,4,9,7,4,7,4,75,10,10,10,10,10,4,7,7,7,7,7,7,7,4,7,4,7,3,9,7,3,3,7,3,7,7,3,3,3,3,9,7,3,6,2,1,7,0,0,0
male,20,19,1,'Latino/Hispanic American',0,5,1,Engineering,75,10,10,10,10,10,7,9,7,9,7,4,75,10,10,10,10,10,4,7,7,7,7,7,7,7,7,7,7,7,3,9,7,3,3,7,3,7,7,3,3,3,3,9,7,3,6,2,1,7,0,1,1
male,20,20,0,'Latino/Hispanic American',0,5,1,Engineering,10,10,75,75,10,10,9,9,9,7,9,4,75,10,10,10,10,10,4,7,7,7,7,9,7,7,7,7,7,7,3,9,7,3,3,7,3,7,7,3,3,3,3,9,7,3,6,2,1,9,0,1,1
male,20,21,1,European/Caucasian-American,0,5,1,Engineering,75,10,10,75,10,10,7,9,4,4,4,4,75,10,10,10,10,10,4,7,7,7,7,4,4,4,4,4,4,7,3,9,7,3,3,7,3,7,7,3,3,3,3,9,7,3,6,2,1,3,0,1,0
male,20,27,20,European/Caucasian-American,0,5,1,Engineering,10,10,10,10,10,10,4,4,4,4,4,4,75,10,10,10,10,10,4,7,7,7,7,4,4,4,4,4,4,7,3,9,7,3,3,7,3,7,7,3,3,3,3,9,7,3,6,2,1,3,0,0,0
male,19,20,1,Other,0,5,1,Engineering,10,10,18,75,10,10,4,7,7,4,4,4,75,10,18,18,10,10,4,7,4,7,7,4,4,4,4,4,4,3,3,3,3,3,3,3,7,3,7,7,7,7,7,7,3,3,6,2,1,3,0,0,0
male,19,21,2,European/Caucasian-American,0,5,1,Engineering,10,10,75,75,10,10,4,9,7,4,7,4,75,10,18,18,10,10,4,7,4,7,7,4,4,4,4,4,4,3,3,3,3,3,3,3,7,3,7,7,7,7,7,7,3,3,6,2,1,3,0,0,0
male,19,20,1,'Black/African American',0,5,1,Engineering,18,18,18,18,10,10,4,7,4,4,4,4,75,10,18,18,10,10,4,7,4,7,7,4,4,4,4,4,4,3,3,3,3,3,3,3,7,3,7,7,7,7,7,7,3,3,6,2,1,3,0,0,0
male,19,21,2,European/Caucasian-American,0,5,1,Engineering,18,10,75,18,10,10,4,4,4,4,4,4,75,10,18,18,10,10,4,7,4,7,7,4,4,4,4,4,4,3,3,3,3,3,3,3,7,3,7,7,7,7,7,7,3,3,6,2,1,3,1,0,0
male,19,21,2,European/Caucasian-American,0,5,1,Engineering,10,10,75,75,18,10,4,7,7,4,7,4,75,10,18,18,10,10,4,7,4,7,7,4,4,4,4,4,4,3,3,3,3,3,3,3,7,3,7,7,7,7,7,7,3,3,6,2,1,3,0,0,0
male,19,21,2,European/Caucasian-American,0,5,1,Engineering,18,10,18,18,18,10,4,4,4,4,4,4,75,10,18,18,10,10,4,7,4,7,7,4,4,4,4,4,4,3,3,3,3,3,3,3,7,3,7,7,7,7,7,7,3,3,6,2,1,3,1,0,0
male,19,19,0,'Latino/Hispanic American',0,5,1,Engineering,75,10,10,10,10,10,4,7,7,4,4,4,75,10,18,18,10,10,4,7,4,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,7,3,7,7,7,7,7,7,3,3,6,2,1,7,0,0,0
male,19,20,1,'Latino/Hispanic American',0,5,1,Engineering,10,10,75,75,10,10,7,7,7,4,7,4,75,10,18,18,10,10,4,7,4,7,7,7,7,7,7,7,4,3,3,3,3,3,3,3,7,3,7,7,7,7,7,7,3,3,6,2,1,3,0,0,0
male,19,21,2,European/Caucasian-American,0,5,1,Engineering,75,10,10,75,10,10,7,9,9,7,9,4,75,10,18,18,10,10,4,7,4,7,7,7,4,9,7,7,4,3,3,3,3,3,3,3,7,3,7,7,7,7,7,7,3,3,6,2,1,3,0,1,0
male,19,27,19,European/Caucasian-American,0,5,1,Engineering,10,10,10,10,10,10,4,4,4,4,4,4,75,10,18,18,10,10,4,7,4,7,7,7,7,7,7,4,4,3,3,3,3,3,3,3,7,3,7,7,7,7,7,7,3,3,6,2,1,3,0,0,0
female,27,26,1,'Asian/Pacific Islander/Asian-American',0,8,1,Business,18,18,18,18,10,18,7,7,9,7,9,7,18,18,18,18,18,18,7,9,9,9,9,7,9,7,9,7,9,7,3,9,3,7,7,9,3,3,3,9,3,9,3,9,3,9,6,2,1,7,1,1,0
female,27,32,5,European/Caucasian-American,1,8,1,Business,18,18,18,18,10,10,7,7,4,7,7,4,18,18,18,18,18,18,7,9,9,9,9,7,7,7,7,7,7,7,3,9,3,7,7,9,3,3,3,9,3,9,3,9,3,9,6,2,1,7,0,1,0
female,27,37,10,'Asian/Pacific Islander/Asian-American',0,8,1,Business,18,18,18,75,10,10,7,4,7,7,7,4,18,18,18,18,18,18,7,9,9,9,9,4,7,9,4,9,4,7,3,9,3,7,7,9,3,3,3,9,3,9,3,9,3,9,6,2,1,3,0,1,0
female,27,29,2,European/Caucasian-American,1,8,1,Business,18,18,18,18,10,18,7,7,7,7,7,7,18,18,18,18,18,18,7,9,9,9,9,7,9,9,9,9,7,7,3,9,3,7,7,9,3,3,3,9,3,9,3,9,3,9,6,2,1,9,1,1,1
female,27,28,1,'Latino/Hispanic American',0,8,1,Business,75,75,18,18,10,18,7,7,7,7,7,7,18,18,18,18,18,18,7,9,9,9,9,4,7,7,7,7,7,7,3,9,3,7,7,9,3,3,3,9,3,9,3,9,3,9,6,2,1,7,1,1,0
female,24,26,2,'Asian/Pacific Islander/Asian-American',1,8,8,Engineering,18,18,18,18,10,18,7,9,9,7,7,4,10,18,18,18,10,18,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,7,9,3,3,7,3,7,7,9,9,7,7,6,2,1,7,0,0,0
female,24,32,8,European/Caucasian-American,0,8,8,Engineering,18,18,18,18,10,10,4,7,7,9,7,4,10,18,18,18,10,18,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,7,9,3,3,7,3,7,7,9,9,7,7,6,2,1,7,0,0,0
female,24,37,13,'Asian/Pacific Islander/Asian-American',1,8,8,Engineering,18,18,18,75,10,10,7,7,9,7,7,4,10,18,18,18,10,18,7,7,7,7,7,7,4,4,7,7,7,7,7,7,7,9,7,9,3,3,7,3,7,7,9,9,7,7,6,2,1,7,0,1,0
female,24,29,5,European/Caucasian-American,0,8,8,Engineering,18,18,18,18,10,18,4,9,7,7,7,7,10,18,18,18,10,18,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,7,9,3,3,7,3,7,7,9,9,7,7,6,2,1,7,0,0,0
female,24,28,4,'Latino/Hispanic American',0,8,8,Engineering,75,75,18,18,10,18,7,9,9,9,7,4,10,18,18,18,10,18,7,7,7,7,7,4,7,4,7,4,7,7,7,7,7,9,7,9,3,3,7,3,7,7,9,9,7,7,6,2,1,3,0,1,0
female,23,26,3,'Asian/Pacific Islander/Asian-American',0,8,8,Education,18,18,18,18,10,18,9,9,9,7,7,7,10,18,18,18,18,18,7,7,7,7,7,7,9,7,9,9,7,7,3,3,7,9,7,7,7,7,7,3,9,3,7,7,7,7,8,2,1,9,0,1,1
female,23,32,9,European/Caucasian-American,1,8,8,Education,18,18,18,18,10,10,4,7,7,4,7,4,10,18,18,18,18,18,7,7,7,7,7,7,7,9,7,7,7,7,3,3,7,9,7,7,7,7,7,3,9,3,7,7,7,7,8,2,1,7,0,0,0
female,23,37,14,'Asian/Pacific Islander/Asian-American',0,8,8,Education,18,18,18,75,10,10,7,9,9,7,7,4,10,18,18,18,18,18,7,7,7,7,7,7,7,7,4,7,4,7,3,3,7,9,7,7,7,7,7,3,9,3,7,7,7,7,8,2,1,7,0,1,0
female,23,29,6,European/Caucasian-American,1,8,8,Education,18,18,18,18,10,18,7,7,7,7,7,4,10,18,18,18,18,18,7,7,7,7,7,7,9,9,9,9,7,7,3,3,7,9,7,7,7,7,7,3,9,3,7,7,7,7,8,2,1,7,0,0,0
female,23,28,5,'Latino/Hispanic American',0,8,8,Education,75,75,18,18,10,18,7,7,7,7,7,4,10,18,18,18,18,18,7,7,7,7,7,7,4,7,4,7,4,7,3,3,7,9,7,7,7,7,7,3,9,3,7,7,7,7,8,2,1,3,0,1,0
female,26,26,0,'Asian/Pacific Islander/Asian-American',0,8,8,Education,18,18,18,18,10,18,7,7,7,7,7,7,18,75,18,10,10,10,9,9,7,9,7,7,4,4,4,4,4,3,3,3,3,9,9,9,3,7,7,3,7,7,9,9,3,9,6,2,1,7,0,1,0
female,26,32,6,European/Caucasian-American,1,8,8,Education,18,18,18,18,10,10,4,7,7,4,7,4,18,75,18,10,10,10,9,9,7,9,7,7,7,7,4,4,4,3,3,3,3,9,9,9,3,7,7,3,7,7,9,9,3,9,6,2,1,7,0,0,0
female,26,37,11,'Asian/Pacific Islander/Asian-American',0,8,8,Education,18,18,18,75,10,10,7,4,4,7,4,4,18,75,18,10,10,10,9,9,7,9,7,7,7,4,7,4,7,3,3,3,3,9,9,9,3,7,7,3,7,7,9,9,3,9,6,2,1,7,0,0,0
female,26,29,3,European/Caucasian-American,1,8,8,Education,18,18,18,18,10,18,7,7,7,7,7,7,18,75,18,10,10,10,9,9,7,9,7,7,7,7,7,4,4,3,3,3,3,9,9,9,3,7,7,3,7,7,9,9,3,9,6,2,1,7,0,1,1
female,26,28,2,'Latino/Hispanic American',0,8,8,Education,75,75,18,18,10,18,7,9,7,7,7,4,18,75,18,10,10,10,9,9,7,9,7,7,4,4,7,7,4,3,3,3,3,9,9,9,3,7,7,3,7,7,9,9,3,9,6,2,1,7,0,1,1
female,27,26,26,'Asian/Pacific Islander/Asian-American',0,1,1,Education,18,18,18,18,10,18,7,7,9,7,9,7,10,10,10,10,10,10,4,4,4,4,4,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,7,0,1,0
female,27,32,32,European/Caucasian-American,0,1,1,Education,18,18,18,18,10,10,7,7,9,9,9,7,10,10,10,10,10,10,4,4,4,4,4,9,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,9,1,1,1
female,27,37,37,'Asian/Pacific Islander/Asian-American',0,1,1,Education,18,18,18,75,10,10,7,7,4,7,7,4,10,10,10,10,10,10,4,4,4,4,4,4,7,7,4,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,0,1,0
female,27,29,29,European/Caucasian-American,0,1,1,Education,18,18,18,18,10,18,4,4,7,7,7,7,10,10,10,10,10,10,4,4,4,4,4,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,7,1,0,0
female,27,28,28,'Latino/Hispanic American',0,1,1,Education,75,75,18,18,10,18,4,7,7,4,7,4,10,10,10,10,10,10,4,4,4,4,4,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,7,1,0,0
male,26,27,1,European/Caucasian-American,0,1,1,Business,18,18,18,18,18,18,7,9,7,9,7,9,18,18,18,18,10,18,7,9,7,9,7,7,7,9,7,9,7,7,3,7,7,3,3,3,3,7,3,7,3,9,9,9,7,3,8,2,1,7,1,0,0
male,26,24,2,'Asian/Pacific Islander/Asian-American',1,1,1,Business,10,18,18,18,10,18,7,7,7,7,7,7,18,18,18,18,10,18,7,9,7,9,7,7,9,9,7,7,4,7,3,7,7,3,3,3,3,7,3,7,3,9,9,9,7,3,8,2,1,7,0,0,0
male,26,23,3,European/Caucasian-American,0,1,1,Business,10,18,18,18,18,18,7,9,7,9,9,7,18,18,18,18,10,18,7,9,7,9,7,9,9,9,7,7,7,7,3,7,7,3,3,3,3,7,3,7,3,9,9,9,7,3,8,2,1,9,0,1,1
male,26,26,0,European/Caucasian-American,0,1,1,Business,18,75,18,10,10,10,7,4,4,4,4,4,18,18,18,18,10,18,7,9,7,9,7,7,7,7,7,7,7,7,3,7,7,3,3,3,3,7,3,7,3,9,9,9,7,3,8,2,1,7,0,0,0
male,26,27,26,European/Caucasian-American,0,1,1,Business,10,10,10,10,10,10,7,7,7,7,7,7,18,18,18,18,10,18,7,9,7,9,7,7,7,9,7,9,7,7,3,7,7,3,3,3,3,7,3,7,3,9,9,9,7,3,8,2,1,7,0,0,0
male,32,27,5,European/Caucasian-American,1,8,8,Science,18,18,18,18,18,18,7,7,7,7,7,7,18,18,18,18,10,10,7,7,7,7,7,7,7,4,7,7,4,7,3,9,7,7,7,3,7,7,9,9,3,9,3,9,7,3,6,2,4,7,0,0,0
male,32,24,8,'Asian/Pacific Islander/Asian-American',0,8,8,Science,10,18,18,18,10,18,7,7,7,7,7,7,18,18,18,18,10,10,7,7,7,7,7,4,7,7,9,7,4,7,3,9,7,7,7,3,7,7,9,9,3,9,3,9,7,3,6,2,4,3,0,0,0
male,32,23,9,European/Caucasian-American,1,8,8,Science,10,18,18,18,18,18,7,7,9,7,7,7,18,18,18,18,10,10,7,7,7,7,7,4,7,7,4,7,4,7,3,9,7,7,7,3,7,7,9,9,3,9,3,9,7,3,6,2,4,3,0,1,0
male,32,26,6,European/Caucasian-American,1,8,8,Science,18,75,18,10,10,10,7,7,7,4,4,4,18,18,18,18,10,10,7,7,7,7,7,4,7,7,4,7,4,7,3,9,7,7,7,3,7,7,9,9,3,9,3,9,7,3,6,2,4,3,0,1,0
male,32,27,32,European/Caucasian-American,0,8,8,Science,10,10,10,10,10,10,9,9,9,9,9,9,18,18,18,18,10,10,7,7,7,7,7,7,7,9,9,9,7,7,3,9,7,7,7,3,7,7,9,9,3,9,3,9,7,3,6,2,4,9,1,1,1
male,37,27,10,European/Caucasian-American,0,8,1,Engineering,18,18,18,18,18,18,4,7,9,4,9,4,18,18,18,75,10,10,7,7,9,9,7,7,4,7,7,7,4,7,3,7,9,9,9,7,3,7,9,7,7,9,7,9,7,7,8,2,1,7,0,0,0
male,37,24,13,'Asian/Pacific Islander/Asian-American',1,8,1,Engineering,10,18,18,18,10,18,7,4,4,7,7,7,18,18,18,75,10,10,7,7,9,9,7,7,7,9,7,7,4,7,3,7,9,9,9,7,3,7,9,7,7,9,7,9,7,7,8,2,1,7,0,0,0
male,37,23,14,European/Caucasian-American,0,8,1,Engineering,10,18,18,18,18,18,7,7,7,4,7,4,18,18,18,75,10,10,7,7,9,9,7,7,9,9,7,7,4,7,3,7,9,9,9,7,3,7,9,7,7,9,7,9,7,7,8,2,1,7,0,0,0
male,37,26,11,European/Caucasian-American,0,8,1,Engineering,18,75,18,10,10,10,7,7,4,7,4,7,18,18,18,75,10,10,7,7,9,9,7,7,4,4,7,4,4,7,3,7,9,9,9,7,3,7,9,7,7,9,7,9,7,7,8,2,1,7,0,1,0
male,37,27,37,European/Caucasian-American,0,8,1,Engineering,10,10,10,10,10,10,4,7,7,4,7,4,18,18,18,75,10,10,7,7,9,9,7,7,7,4,7,7,4,7,3,7,9,9,9,7,3,7,9,7,7,9,7,9,7,7,8,2,1,7,0,0,0
male,29,27,2,European/Caucasian-American,1,5,4,Science,18,18,18,18,18,18,7,9,9,9,9,7,18,18,18,18,10,18,7,7,9,7,7,7,7,7,7,7,7,7,7,7,9,3,3,3,3,7,9,7,7,7,3,3,3,3,6,2,1,7,1,1,1
male,29,24,5,'Asian/Pacific Islander/Asian-American',0,5,4,Science,10,18,18,18,10,18,7,7,7,7,7,7,18,18,18,18,10,18,7,7,9,7,7,4,9,7,7,7,7,7,7,7,9,3,3,3,3,7,9,7,7,7,3,3,3,3,6,2,1,7,0,0,0
male,29,23,6,European/Caucasian-American,1,5,4,Science,10,18,18,18,18,18,7,9,9,9,9,7,18,18,18,18,10,18,7,7,9,7,7,7,7,7,7,7,4,7,7,7,9,3,3,3,3,7,9,7,7,7,3,3,3,3,6,2,1,7,0,1,0
male,29,26,3,European/Caucasian-American,1,5,4,Science,18,75,18,10,10,10,7,7,7,7,4,4,18,18,18,18,10,18,7,7,9,7,7,7,7,7,7,7,7,7,7,7,9,3,3,3,3,7,9,7,7,7,3,3,3,3,6,2,1,7,0,1,1
male,29,27,29,European/Caucasian-American,0,5,4,Science,10,10,10,10,10,10,7,7,7,7,7,7,18,18,18,18,10,18,7,7,9,7,7,4,4,7,7,7,7,7,7,7,9,3,3,3,3,7,9,7,7,7,3,3,3,3,6,2,1,7,1,0,0
male,28,27,1,European/Caucasian-American,0,5,4,Science,18,18,18,18,18,18,4,7,7,7,7,7,75,75,18,18,10,18,7,9,7,7,7,7,7,7,7,7,7,9,9,3,9,3,3,7,3,7,3,7,9,9,7,9,7,7,2,2,1,7,1,0,0
male,28,24,4,'Asian/Pacific Islander/Asian-American',0,5,4,Science,10,18,18,18,10,18,4,7,4,7,4,7,75,75,18,18,10,18,7,9,7,7,7,7,9,9,9,7,4,9,9,3,9,3,3,7,3,7,3,7,9,9,7,9,7,7,2,2,1,7,0,0,0
male,28,23,5,European/Caucasian-American,0,5,4,Science,10,18,18,18,18,18,7,4,7,4,7,4,75,75,18,18,10,18,7,9,7,7,7,7,7,7,7,7,4,9,9,3,9,3,3,7,3,7,3,7,9,9,7,9,7,7,2,2,1,7,0,0,0
male,28,26,2,European/Caucasian-American,0,5,4,Science,18,75,18,10,10,10,7,4,4,7,7,4,75,75,18,18,10,18,7,9,7,7,7,7,9,7,7,7,4,9,9,3,9,3,3,7,3,7,3,7,9,9,7,9,7,7,2,2,1,7,0,1,1
male,28,27,28,European/Caucasian-American,0,5,4,Science,10,10,10,10,10,10,7,7,7,7,7,7,75,75,18,18,10,18,7,9,7,7,7,4,7,7,4,7,4,9,9,3,9,3,3,7,3,7,3,7,9,9,7,9,7,7,2,2,1,3,0,0,0
female,24,23,1,European/Caucasian-American,1,1,4,Science,18,18,18,18,10,10,9,7,7,7,7,4,10,10,75,75,18,10,9,9,9,9,7,4,4,7,4,7,4,3,7,7,7,3,3,7,9,7,7,7,7,7,7,7,7,7,8,2,1,3,0,1,0
female,24,28,4,European/Caucasian-American,1,1,4,Science,18,75,75,75,10,10,7,7,7,7,4,4,10,10,75,75,18,10,9,9,9,9,7,4,9,9,7,7,4,3,7,7,7,3,3,7,9,7,7,7,7,7,7,7,7,7,8,2,1,9,0,1,1
female,24,29,5,'Black/African American',0,1,4,Science,18,18,18,18,10,18,7,9,7,7,9,4,10,10,75,75,18,10,9,9,9,9,7,7,7,7,7,9,7,3,7,7,7,3,3,7,9,7,7,7,7,7,7,7,7,7,8,2,1,7,0,0,0
female,24,22,2,European/Caucasian-American,1,1,4,Science,18,18,18,18,18,10,7,7,7,7,7,4,10,10,75,75,18,10,9,9,9,9,7,9,9,9,7,7,7,3,7,7,7,3,3,7,9,7,7,7,7,7,7,7,7,7,8,2,1,9,0,0,0
female,24,27,3,'Asian/Pacific Islander/Asian-American',0,1,4,Science,18,18,18,18,10,18,7,7,7,7,7,4,10,10,75,75,18,10,9,9,9,9,7,7,9,9,7,7,4,3,7,7,7,3,3,7,9,7,7,7,7,7,7,7,7,7,8,2,1,7,1,0,0
female,24,26,2,European/Caucasian-American,1,1,4,Science,10,18,18,18,18,10,7,7,7,4,7,4,10,10,75,75,18,10,9,9,9,9,7,7,7,7,7,7,7,3,7,7,7,3,3,7,9,7,7,7,7,7,7,7,7,7,8,2,1,7,1,0,0
female,24,27,3,European/Caucasian-American,1,1,4,Science,75,75,75,18,10,18,7,7,9,7,4,4,10,10,75,75,18,10,9,9,9,9,7,7,9,9,7,4,7,3,7,7,7,3,3,7,9,7,7,7,7,7,7,7,7,7,8,2,1,7,0,0,0
female,24,30,6,European/Caucasian-American,1,1,4,Science,18,10,75,18,10,18,7,7,9,7,7,7,10,10,75,75,18,10,9,9,9,9,7,7,7,7,7,4,7,3,7,7,7,3,3,7,9,7,7,7,7,7,7,7,7,7,8,2,1,7,0,0,0
female,24,26,2,Other,0,1,4,Science,75,18,18,75,10,10,4,4,7,4,4,4,10,10,75,75,18,10,9,9,9,9,7,7,7,7,7,9,4,3,7,7,7,3,3,7,9,7,7,7,7,7,7,7,7,7,8,2,1,3,0,0,0
female,24,23,1,European/Caucasian-American,1,1,4,Science,18,10,18,18,18,18,7,7,7,7,4,4,10,10,75,75,18,10,9,9,9,9,7,7,7,7,7,7,7,3,7,7,7,3,3,7,9,7,7,7,7,7,7,7,7,7,8,2,1,7,0,1,1
female,24,23,1,'Asian/Pacific Islander/Asian-American',0,1,4,Science,10,18,18,18,18,18,7,7,7,7,7,7,10,10,75,75,18,10,9,9,9,9,7,7,9,9,9,9,9,3,7,7,7,3,3,7,9,7,7,7,7,7,7,7,7,7,8,2,1,9,0,1,1
female,24,28,4,European/Caucasian-American,1,1,4,Science,18,18,18,18,18,10,7,7,9,7,7,7,10,10,75,75,18,10,9,9,9,9,7,9,9,9,9,9,9,3,7,7,7,3,3,7,9,7,7,7,7,7,7,7,7,7,8,2,1,9,0,1,1
female,24,28,4,'Asian/Pacific Islander/Asian-American',0,1,4,Science,18,75,18,18,10,10,7,7,7,7,4,7,10,10,75,75,18,10,9,9,9,9,7,4,7,7,9,7,7,3,7,7,7,3,3,7,9,7,7,7,7,7,7,7,7,7,8,2,1,9,0,1,0
female,24,29,5,European/Caucasian-American,1,1,4,Science,18,10,18,18,18,10,7,7,9,9,7,7,10,10,75,75,18,10,9,9,9,9,7,4,9,9,4,7,4,3,7,7,7,3,3,7,9,7,7,7,7,7,7,7,7,7,8,2,1,7,0,1,1
female,24,27,3,European/Caucasian-American,1,1,4,Science,18,18,75,18,18,10,7,7,7,7,7,7,10,10,75,75,18,10,9,9,9,9,7,7,7,7,7,7,7,3,7,7,7,3,3,7,9,7,7,7,7,7,7,7,7,7,8,2,1,7,0,1,1
female,24,22,2,European/Caucasian-American,1,1,4,Science,18,18,75,75,18,10,7,7,7,7,4,4,10,10,75,75,18,10,9,9,9,9,7,7,4,7,9,9,9,3,7,7,7,3,3,7,9,7,7,7,7,7,7,7,7,7,8,2,1,7,0,1,1
female,33,23,10,European/Caucasian-American,1,8,4,LAW,18,18,18,18,10,10,7,7,9,7,7,7,10,75,75,10,18,18,7,9,7,7,7,4,7,7,7,7,4,3,3,7,7,9,9,7,3,7,9,3,7,7,7,7,7,3,6,2,4,3,0,1,0
female,33,28,5,European/Caucasian-American,1,8,4,LAW,18,75,75,75,10,10,4,7,7,4,4,4,10,75,75,10,18,18,7,9,7,7,7,4,7,7,4,4,4,3,3,7,7,9,9,7,3,7,9,3,7,7,7,7,7,3,6,2,4,3,0,0,0
female,33,29,4,'Black/African American',0,8,4,LAW,18,18,18,18,10,18,4,9,7,4,7,4,10,75,75,10,18,18,7,9,7,7,7,4,4,7,7,7,4,3,3,7,7,9,9,7,3,7,9,3,7,7,7,7,7,3,6,2,4,3,0,0,0
female,33,22,11,European/Caucasian-American,1,8,4,LAW,18,18,18,18,18,10,4,9,7,4,9,7,10,75,75,10,18,18,7,9,7,7,7,4,7,7,9,7,7,3,3,7,7,9,9,7,3,7,9,3,7,7,7,7,7,3,6,2,4,7,0,0,0
female,33,27,6,'Asian/Pacific Islander/Asian-American',0,8,4,LAW,18,18,18,18,10,18,4,7,7,4,7,4,10,75,75,10,18,18,7,9,7,7,7,7,7,9,7,9,4,3,3,7,7,9,9,7,3,7,9,3,7,7,7,7,7,3,6,2,4,7,0,0,0
female,33,26,7,European/Caucasian-American,1,8,4,LAW,10,18,18,18,18,10,4,7,7,7,7,4,10,75,75,10,18,18,7,9,7,7,7,9,7,9,7,9,7,3,3,7,7,9,9,7,3,7,9,3,7,7,7,7,7,3,6,2,4,7,1,0,0
