gender,age,age_o,d_age,race,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,met,decision,match
female,21,27,21,European/Caucasian-American,1,4,1,Science,40,20,20,20,10,10,7,7,8,8,8,8,15,15,25,25,20,0,8,9,8,9,9,6,10,6,9,6,4,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8,7,20,4,8,0,1,1
female,21,20,1,European/Caucasian-American,0,4,1,Science,80,10,10,20,10,10,3,7,2,1,1,1,15,15,25,25,20,0,8,9,8,9,9,10,7,7,7,6,5,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8,7,20,4,8,0,1,0
female,21,19,2,European/Caucasian-American,0,4,1,Science,25,10,20,20,10,15,5,5,5,5,5,5,15,15,25,25,20,0,8,9,8,9,9,4,8,7,3,7,0,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8,7,20,4,5,0,0,0
female,21,22,1,European/Caucasian-American,0,8,10,Education,40,15,10,20,5,10,10,10,10,10,10,10,20,10,20,20,20,10,8,7,8,8,8,10,10,10,10,10,10,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,6,4,1,8,1,1,0
female,21,18,3,European/Caucasian-American,0,8,10,Education,50,10,20,5,5,10,6,6,5,6,5,6,20,10,20,20,20,10,8,7,8,8,8,7,10,8,7,8,4,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,6,4,1,7,1,0,0
female,21,22,1,European/Caucasian-American,0,8,10,Education,40,10,10,10,10,20,8,7,6,5,5,5,20,10,20,20,20,10,8,7,8,8,8,4,8,7,5,9,3,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,6,4,1,2,1,0,0
female,21,21,0,European/Caucasian-American,1,8,10,Education,20,15,20,15,12,18,10,5,6,10,10,10,20,10,20,20,20,10,8,7,8,8,8,10,10,10,10,10,10,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,6,4,1,10,1,1,1
female,21,22,1,European/Caucasian-American,1,8,10,Education,25,40,15,10,5,5,7,7,7,7,7,8,20,10,20,20,20,10,8,7,8,8,8,6,10,9,7,8,6,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,6,4,1,7,1,0,0
female,21,22,1,European/Caucasian-American,1,8,10,Education,25,25,25,15,5,5,7,7,8,8,10,6,20,10,20,20,20,10,8,7,8,8,8,8,6,7,6,8,5,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,6,4,1,7,0,0,0
female,21,21,0,European/Caucasian-American,1,8,10,Education,40,15,10,20,10,5,8,8,9,9,7,7,20,10,20,20,20,10,8,7,8,8,8,7,8,6,6,6,6,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,6,4,1,8,0,0,0
female,21,27,21,European/Caucasian-American,1,8,10,Education,40,20,20,20,10,10,8,9,10,9,5,9,20,10,20,20,20,10,8,7,8,8,8,7,7,6,7,9,5,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,6,4,1,4,0,0,0
female,21,20,1,European/Caucasian-American,0,8,10,Education,80,10,10,20,10,10,6,6,6,3,8,2,20,10,20,20,20,10,8,7,8,8,8,5,10,8,5,8,4,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,6,4,1,6,0,0,0
female,21,19,2,European/Caucasian-American,0,8,10,Education,25,10,20,20,10,15,6,7,8,7,7,5,20,10,20,20,20,10,8,7,8,8,8,6,9,8,6,7,5,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,6,4,1,7,0,0,0
female,19,22,3,'Latino/Hispanic American',0,5,2,Education,40,15,10,20,5,10,9,9,8,7,8,7,50,15,10,10,10,5,8,10,10,10,10,3,8,5,5,5,5,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8,4,15,5,5,0,0,0
female,19,18,1,'Latino/Hispanic American',0,5,2,Education,50,10,20,5,5,10,6,4,5,6,7,7,50,15,10,10,10,5,8,10,10,10,10,6,6,7,8,9,4,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8,4,15,5,5,1,1,0
female,19,22,3,'Latino/Hispanic American',0,5,2,Education,40,10,10,10,10,20,9,8,4,5,3,2,50,15,10,10,10,5,8,10,10,10,10,4,9,8,6,8,5,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8,4,15,5,4,0,0,0
female,19,21,2,'Latino/Hispanic American',0,5,2,Education,20,15,20,15,12,18,8,8,6,6,6,7,50,15,10,10,10,5,8,10,10,10,10,6,8,8,9,8,6,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8,4,15,5,7,1,1,1
female,19,22,3,'Latino/Hispanic American',0,5,2,Education,25,40,15,10,5,5,6,9,8,9,7,7,50,15,10,10,10,5,8,10,10,10,10,5,4,8,7,6,5,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8,4,15,5,4,1,0,0
female,19,22,3,'Latino/Hispanic American',0,5,2,Education,25,25,25,15,5,5,9,8,8,6,7,3,50,15,10,10,10,5,8,10,10,10,10,8,10,9,10,8,7,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8,4,15,5,8,0,1,1
female,19,21,2,'Latino/Hispanic American',0,5,2,Education,40,15,10,20,10,5,9,8,9,7,8,8,50,15,10,10,10,5,8,10,10,10,10,5,7,8,6,7,5,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8,4,15,5,5,0,1,1
female,19,27,19,'Latino/Hispanic American',0,5,2,Education,40,20,20,20,10,10,10,10,10,10,9,5,50,15,10,10,10,5,8,10,10,10,10,7,9,9,6,0,6,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8,4,15,5,8,0,1,1
female,19,20,1,'Latino/Hispanic American',0,5,2,Education,80,10,10,20,10,10,7,6,6,6,6,6,50,15,10,10,10,5,8,10,10,10,10,6,9,8,9,7,5,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8,4,15,5,8,0,1,1
female,19,19,0,'Latino/Hispanic American',0,5,2,Education,25,10,20,20,10,15,6,6,6,6,6,6,50,15,10,10,10,5,8,10,10,10,10,2,7,6,2,7,1,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8,4,15,5,3,0,0,0
female,20,22,2,'Latino/Hispanic American',0,1,4,Education,40,15,10,20,5,10,6,7,7,7,7,7,10,10,35,35,8,2,6,8,8,8,9,7,8,7,8,8,5,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,3,5,2,6,0,1,1
female,20,18,2,'Latino/Hispanic American',0,1,4,Education,50,10,20,5,5,10,9,6,8,5,7,4,10,10,35,35,8,2,6,8,8,8,9,5,8,6,2,2,2,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,3,5,2,4,0,0,0
female,20,22,2,'Latino/Hispanic American',0,1,4,Education,40,10,10,10,10,20,7,5,6,6,8,7,10,10,35,35,8,2,6,8,8,8,9,2,1,4,1,6,0,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,3,5,2,1,0,0,0
female,20,21,1,'Latino/Hispanic American',0,1,4,Education,20,15,20,15,12,18,9,8,7,8,7,7,10,10,35,35,8,2,6,8,8,8,9,6,8,8,6,8,5,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,3,5,2,5,0,1,1
female,20,22,2,'Latino/Hispanic American',0,1,4,Education,25,40,15,10,5,5,7,7,7,7,6,8,10,10,35,35,8,2,6,8,8,8,9,8,10,8,7,8,6,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,3,5,2,7,0,0,0
female,20,22,2,'Latino/Hispanic American',0,1,4,Education,25,25,25,15,5,5,8,5,7,8,5,6,10,10,35,35,8,2,6,8,8,8,9,9,4,5,2,2,1,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,3,5,2,2,0,0,0
female,20,21,1,'Latino/Hispanic American',0,1,4,Education,40,15,10,20,10,5,8,8,10,10,8,7,10,10,35,35,8,2,6,8,8,8,9,8,7,8,6,5,2,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,3,5,2,6,0,1,1
female,20,27,20,'Latino/Hispanic American',0,1,4,Education,40,20,20,20,10,10,9,8,8,10,9,8,10,10,35,35,8,2,6,8,8,8,9,5,7,2,2,4,2,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,3,5,2,4,0,0,0
female,20,20,0,'Latino/Hispanic American',0,1,4,Education,80,10,10,20,10,10,9,6,8,6,6,6,10,10,35,35,8,2,6,8,8,8,9,9,9,9,8,10,2,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,3,5,2,9,0,1,1
female,20,19,1,'Latino/Hispanic American',0,1,4,Education,25,10,20,20,10,15,6,6,7,6,6,2,10,10,35,35,8,2,6,8,8,8,9,7,8,6,5,7,2,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,3,5,2,5,0,0,0
female,21,22,1,European/Caucasian-American,0,8,1,Education,40,15,10,20,5,10,6,9,8,7,6,6,35,15,5,30,15,0,2,9,9,7,9,8,10,10,7,7,8,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,2,0,2,9,0,1,0
female,21,18,3,European/Caucasian-American,0,8,1,Education,50,10,20,5,5,10,5,4,5,4,5,4,35,15,5,30,15,0,2,9,9,7,9,9,10,7,5,10,9,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,2,0,2,9,0,1,0
female,21,22,1,European/Caucasian-American,0,8,1,Education,40,10,10,10,10,20,2,7,9,6,7,7,35,15,5,30,15,0,2,9,9,7,9,4,6,7,6,6,1,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,2,0,2,5,0,0,0
female,21,21,0,European/Caucasian-American,1,8,1,Education,20,15,20,15,12,18,4,6,6,5,4,2,35,15,5,30,15,0,2,9,9,7,9,6,10,10,8,8,4,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,2,0,2,8,0,1,0
female,21,22,1,European/Caucasian-American,1,8,1,Education,25,40,15,10,5,5,4,8,7,6,6,5,35,15,5,30,15,0,2,9,9,7,9,8,7,10,7,10,9,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,2,0,2,9,0,1,0
female,21,22,1,European/Caucasian-American,1,8,1,Education,25,25,25,15,5,5,5,8,7,0,5,0,35,15,5,30,15,0,2,9,9,7,9,4,4,2,1,1,1,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,2,0,2,1,0,0,0
female,21,21,0,European/Caucasian-American,1,8,1,Education,40,15,10,20,10,5,6,9,7,7,8,7,35,15,5,30,15,0,2,9,9,7,9,9,10,10,5,7,4,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,2,0,2,9,0,1,0
female,21,27,21,European/Caucasian-American,1,8,1,Education,40,20,20,20,10,10,7,8,10,6,5,6,35,15,5,30,15,0,2,9,9,7,9,7,6,7,8,10,7,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,2,0,2,7,0,0,0
female,21,20,1,European/Caucasian-American,0,8,1,Education,80,10,10,20,10,10,2,1,3,1,1,1,35,15,5,30,15,0,2,9,9,7,9,6,10,5,2,2,4,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,2,0,2,7,0,1,0
female,21,19,2,European/Caucasian-American,0,8,1,Education,25,10,20,20,10,15,7,5,10,6,7,2,35,15,5,30,15,0,2,9,9,7,9,7,10,10,8,10,1,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,2,0,2,9,0,1,0
male,22,20,2,Other,1,1,1,LAW,15,15,20,25,10,15,7,7,7,9,7,8,40,15,10,20,5,10,7,10,8,8,8,9,9,9,9,9,9,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,6,10,4,9,0,1,1
male,22,21,1,Other,0,1,1,LAW,15,15,25,25,15,5,8,10,9,10,5,5,40,15,10,20,5,10,7,10,8,8,8,10,10,10,10,10,10,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,6,10,4,10,1,0,0
male,22,20,2,Other,0,1,1,LAW,20,20,20,20,10,10,7,6,6,7,4,4,40,15,10,20,5,10,7,10,8,8,8,6,10,7,7,7,7,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,6,10,4,8,0,0,0
male,22,21,1,Other,0,1,1,LAW,20,10,30,20,15,5,10,10,10,10,10,10,40,15,10,20,5,10,7,10,8,8,8,10,10,10,10,10,10,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,6,10,4,10,1,0,0
male,22,21,1,Other,0,1,1,LAW,15,15,25,25,20,0,10,10,10,10,10,10,40,15,10,20,5,10,7,10,8,8,8,10,10,10,10,10,10,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,6,10,4,10,1,1,1
male,22,21,1,Other,0,1,1,LAW,20,10,20,20,20,10,10,10,10,10,10,10,40,15,10,20,5,10,7,10,8,8,8,10,10,10,10,10,10,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,6,10,4,10,1,0,0
male,22,19,3,Other,0,1,1,LAW,50,15,10,10,10,5,3,8,5,5,5,5,40,15,10,20,5,10,7,10,8,8,8,9,9,8,7,8,7,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,6,10,4,8,0,1,0
male,22,20,2,Other,0,1,1,LAW,10,10,35,35,8,2,7,8,7,8,8,5,40,15,10,20,5,10,7,10,8,8,8,6,7,7,7,7,7,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,6,10,4,8,0,1,1
male,22,21,1,Other,0,1,1,LAW,35,15,5,30,15,0,8,10,10,7,7,8,40,15,10,20,5,10,7,10,8,8,8,6,9,8,7,6,6,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,6,10,4,7,0,0,0
male,22,27,22,Other,0,1,1,LAW,15,20,20,20,10,10,6,7,8,7,7,5,40,15,10,20,5,10,7,10,8,8,8,6,10,8,8,8,8,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,6,10,4,8,0,0,0
male,18,20,2,'Asian/Pacific Islander/Asian-American',0,3,5,Engineering,15,15,20,25,10,15,4,8,7,4,9,3,50,10,20,5,5,10,8,7,7,7,8,9,7,7,6,4,5,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,5,1,0,8,0,1,0
male,18,21,3,'Asian/Pacific Islander/Asian-American',0,3,5,Engineering,15,15,25,25,15,5,5,9,6,5,5,2,50,10,20,5,5,10,8,7,7,7,8,6,5,5,4,4,5,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,5,1,0,4,0,0,0
male,18,20,2,'Asian/Pacific Islander/Asian-American',0,3,5,Engineering,20,20,20,20,10,10,8,7,6,6,5,4,50,10,20,5,5,10,8,7,7,7,8,4,6,6,5,4,5,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,5,1,0,4,0,0,0
male,18,21,3,'Asian/Pacific Islander/Asian-American',0,3,5,Engineering,20,10,30,20,15,5,6,10,10,7,6,5,50,10,20,5,5,10,8,7,7,7,8,4,5,4,4,5,4,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,5,1,0,4,0,0,0
male,18,21,3,'Asian/Pacific Islander/Asian-American',0,3,5,Engineering,15,15,25,25,20,0,7,10,8,8,8,6,50,10,20,5,5,10,8,7,7,7,8,6,5,5,4,4,6,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,5,1,0,4,0,0,0
male,18,21,3,'Asian/Pacific Islander/Asian-American',0,3,5,Engineering,20,10,20,20,20,10,7,10,8,7,8,4,50,10,20,5,5,10,8,7,7,7,8,6,6,5,6,5,6,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,5,1,0,6,0,0,0
male,18,19,1,'Asian/Pacific Islander/Asian-American',0,3,5,Engineering,50,15,10,10,10,5,6,6,7,8,9,4,50,10,20,5,5,10,8,7,7,7,8,6,4,5,6,7,7,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,5,1,0,5,0,0,0
male,18,20,2,'Asian/Pacific Islander/Asian-American',0,3,5,Engineering,10,10,35,35,8,2,5,8,6,2,2,2,50,10,20,5,5,10,8,7,7,7,8,9,6,8,5,7,4,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,5,1,0,5,1,0,0
male,18,21,3,'Asian/Pacific Islander/Asian-American',0,3,5,Engineering,35,15,5,30,15,0,9,10,7,5,10,9,50,10,20,5,5,10,8,7,7,7,8,5,4,5,4,5,4,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,5,1,0,3,0,0,0
male,18,27,18,'Asian/Pacific Islander/Asian-American',0,3,5,Engineering,15,20,20,20,10,10,6,7,8,7,7,5,50,10,20,5,5,10,8,7,7,7,8,4,5,5,4,5,5,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,5,1,0,4,0,0,0
male,22,20,2,'Asian/Pacific Islander/Asian-American',0,1,1,Science,15,15,20,25,10,15,5,1,6,2,8,1,40,10,10,10,10,20,8,8,10,10,10,6,7,7,4,4,5,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,6,10,6,6,0,1,0
male,22,21,1,'Asian/Pacific Islander/Asian-American',0,1,1,Science,15,15,25,25,15,5,5,9,8,1,10,1,40,10,10,10,10,20,8,8,10,10,10,7,6,7,5,5,8,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,6,10,6,8,0,1,0
male,22,20,2,'Asian/Pacific Islander/Asian-American',0,1,1,Science,20,20,20,20,10,10,4,3,4,2,9,3,40,10,10,10,10,20,8,8,10,10,10,5,6,8,7,7,7,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,6,10,6,7,1,1,0
male,22,21,1,'Asian/Pacific Islander/Asian-American',0,1,1,Science,20,10,30,20,15,5,2,10,10,2,10,2,40,10,10,10,10,20,8,8,10,10,10,6,2,4,4,4,6,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,6,10,6,6,1,1,0
male,22,21,1,'Asian/Pacific Islander/Asian-American',0,1,1,Science,15,15,25,25,20,0,4,4,8,2,10,0,40,10,10,10,10,20,8,8,10,10,10,5,4,3,2,5,4,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,6,10,6,7,0,1,0
male,22,21,1,'Asian/Pacific Islander/Asian-American',0,1,1,Science,20,10,20,20,20,10,4,8,7,5,9,3,40,10,10,10,10,20,8,8,10,10,10,8,7,6,5,5,5,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,6,10,6,7,0,1,0
male,22,19,3,'Asian/Pacific Islander/Asian-American',0,1,1,Science,50,15,10,10,10,5,4,9,8,7,8,5,40,10,10,10,10,20,8,8,10,10,10,9,8,4,5,3,2,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,6,10,6,7,0,1,0
male,22,20,2,'Asian/Pacific Islander/Asian-American',0,1,1,Science,10,10,35,35,8,2,2,1,4,1,6,0,40,10,10,10,10,20,8,8,10,10,10,7,5,6,6,8,7,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,6,10,6,8,0,0,0
male,22,21,1,'Asian/Pacific Islander/Asian-American',0,1,1,Science,35,15,5,30,15,0,4,6,7,6,6,1,40,10,10,10,10,20,8,8,10,10,10,2,7,9,6,7,7,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,6,10,6,7,0,1,0
male,22,27,22,'Asian/Pacific Islander/Asian-American',0,1,1,Science,15,20,20,20,10,10,6,7,8,7,7,5,40,10,10,10,10,20,8,8,10,10,10,6,7,7,6,7,7,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,6,10,6,7,0,1,0
male,21,20,1,European/Caucasian-American,0,3,1,Art,15,15,20,25,10,15,7,7,8,8,7,8,20,15,20,15,12,18,9,6,10,9,10,9,8,9,9,8,7,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,6,4,6,8,0,1,1
male,21,21,0,European/Caucasian-American,1,3,1,Art,15,15,25,25,15,5,10,9,10,10,10,7,20,15,20,15,12,18,9,6,10,9,10,8,8,7,7,7,6,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,6,4,6,7,1,1,1
male,21,20,1,European/Caucasian-American,0,3,1,Art,20,20,20,20,10,10,7,5,5,6,5,3,20,15,20,15,12,18,9,6,10,9,10,5,8,8,6,7,5,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,6,4,6,5,1,0,0
male,21,21,0,European/Caucasian-American,1,3,1,Art,20,10,30,20,15,5,10,10,10,10,10,10,20,15,20,15,12,18,9,6,10,9,10,10,10,9,10,9,10,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,6,4,6,10,1,1,1
male,21,21,0,European/Caucasian-American,1,3,1,Art,15,15,25,25,20,0,10,8,8,9,8,8,20,15,20,15,12,18,9,6,10,9,10,10,10,10,10,10,10,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,6,4,6,10,1,1,1
male,21,21,0,European/Caucasian-American,1,3,1,Art,20,10,20,20,20,10,10,10,10,10,10,10,20,15,20,15,12,18,9,6,10,9,10,10,5,6,10,10,10,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,6,4,6,10,1,1,1
male,21,19,2,European/Caucasian-American,0,3,1,Art,50,15,10,10,10,5,6,8,8,9,8,6,20,15,20,15,12,18,9,6,10,9,10,8,8,6,6,6,7,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,6,4,6,7,0,1,1
male,21,20,1,European/Caucasian-American,0,3,1,Art,10,10,35,35,8,2,6,8,8,6,8,5,20,15,20,15,12,18,9,6,10,9,10,9,8,7,8,7,7,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,6,4,6,7,0,1,1
male,21,21,0,European/Caucasian-American,1,3,1,Art,35,15,5,30,15,0,6,10,10,8,8,4,20,15,20,15,12,18,9,6,10,9,10,4,6,6,5,4,2,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,6,4,6,3,0,0,0
male,21,27,21,European/Caucasian-American,0,3,1,Art,15,20,20,20,10,10,6,7,8,7,7,5,20,15,20,15,12,18,9,6,10,9,10,7,7,6,6,5,5,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,6,4,6,5,0,0,0
male,22,20,2,European/Caucasian-American,0,7,5,Science,15,15,20,25,10,15,5,7,9,6,8,7,25,40,15,10,5,5,9,10,9,9,9,7,8,7,6,6,6,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,6,5,1,6,0,1,1
male,22,21,1,European/Caucasian-American,1,7,5,Science,15,15,25,25,15,5,6,9,8,7,7,6,25,40,15,10,5,5,9,10,9,9,9,6,8,9,9,8,6,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,6,5,1,7,0,1,1
male,22,20,2,European/Caucasian-American,0,7,5,Science,20,20,20,20,10,10,5,6,5,5,5,7,25,40,15,10,5,5,9,10,9,9,9,6,7,7,6,7,7,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,6,5,1,6,0,0,0
male,22,21,1,European/Caucasian-American,1,7,5,Science,20,10,30,20,15,5,6,10,10,8,10,6,25,40,15,10,5,5,9,10,9,9,9,5,7,6,6,6,5,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,6,5,1,5,0,0,0
male,22,21,1,European/Caucasian-American,1,7,5,Science,15,15,25,25,20,0,6,9,10,7,9,4,25,40,15,10,5,5,9,10,9,9,9,7,6,8,9,7,7,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,6,5,1,7,1,0,0
male,22,21,1,European/Caucasian-American,1,7,5,Science,20,10,20,20,20,10,6,10,9,7,8,6,25,40,15,10,5,5,9,10,9,9,9,7,7,7,7,7,8,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,6,5,1,7,0,0,0
male,22,19,3,European/Caucasian-American,0,7,5,Science,50,15,10,10,10,5,5,4,8,7,6,5,25,40,15,10,5,5,9,10,9,9,9,6,9,8,9,7,7,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,6,5,1,7,0,1,0
male,22,20,2,European/Caucasian-American,0,7,5,Science,10,10,35,35,8,2,8,10,8,7,8,6,25,40,15,10,5,5,9,10,9,9,9,7,7,7,7,6,8,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,6,5,1,7,0,1,0
male,22,21,1,European/Caucasian-American,1,7,5,Science,35,15,5,30,15,0,8,7,10,7,10,9,25,40,15,10,5,5,9,10,9,9,9,4,8,7,6,6,5,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,6,5,1,5,0,0,0
male,22,27,22,European/Caucasian-American,0,7,5,Science,15,20,20,20,10,10,6,7,8,7,7,5,25,40,15,10,5,5,9,10,9,9,9,7,7,6,8,8,6,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,6,5,1,7,1,0,0
male,22,20,2,European/Caucasian-American,0,1,1,Engineering,15,15,20,25,10,15,10,6,7,8,8,8,25,25,25,15,5,5,8,8,9,9,8,10,7,9,10,8,10,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,1,20,7,10,1,1,1
male,22,21,1,European/Caucasian-American,1,1,1,Engineering,15,15,25,25,15,5,9,9,8,10,7,8,25,25,25,15,5,5,8,8,9,9,8,5,5,5,5,5,5,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,1,20,7,5,0,0,0
male,22,20,2,European/Caucasian-American,0,1,1,Engineering,20,20,20,20,10,10,2,3,2,2,6,2,25,25,25,15,5,5,8,8,9,9,8,5,7,7,2,5,2,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,1,20,7,3,0,0,0
male,22,21,1,European/Caucasian-American,1,1,1,Engineering,20,10,30,20,15,5,8,5,9,9,10,8,25,25,25,15,5,5,8,8,9,9,8,7,3,7,10,7,8,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,1,20,7,7,1,1,1
male,22,21,1,European/Caucasian-American,1,1,1,Engineering,15,15,25,25,20,0,8,6,6,7,5,6,25,25,25,15,5,5,8,8,9,9,8,7,7,7,7,5,5,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,1,20,7,7,0,1,1
male,22,21,1,European/Caucasian-American,1,1,1,Engineering,20,10,20,20,20,10,8,6,7,6,8,5,25,25,25,15,5,5,8,8,9,9,8,7,7,8,8,10,6,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,1,20,7,7,0,1,0
male,22,19,3,European/Caucasian-American,0,1,1,Engineering,50,15,10,10,10,5,8,10,9,10,8,7,25,25,25,15,5,5,8,8,9,9,8,9,8,8,6,7,3,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,1,20,7,8,0,1,1
male,22,20,2,European/Caucasian-American,0,1,1,Engineering,10,10,35,35,8,2,9,4,5,2,2,1,25,25,25,15,5,5,8,8,9,9,8,8,5,7,8,5,6,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,1,20,7,7,0,1,0
