"","has_null","wave","age","age_o","d_age","d_d_age","samerace","importance_same_race","importance_same_religion","d_importance_same_race","d_importance_same_religion","pref_o_attractive","pref_o_sincere","pref_o_intelligence","pref_o_funny","pref_o_ambitious","pref_o_shared_interests","d_pref_o_attractive","d_pref_o_sincere","d_pref_o_intelligence","d_pref_o_funny","d_pref_o_ambitious","d_pref_o_shared_interests","attractive_o","sinsere_o","intelligence_o","funny_o","ambitous_o","shared_interests_o","d_attractive_o","d_sinsere_o","d_intelligence_o","d_funny_o","d_ambitous_o","d_shared_interests_o","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","d_attractive_important","d_sincere_important","d_intellicence_important","d_funny_important","d_ambtition_important","d_shared_interests_important","attractive","sincere","intelligence","funny","ambition","d_attractive","d_sincere","d_intelligence","d_funny","d_ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","shared_interests_partner","d_attractive_partner","d_sincere_partner","d_intelligence_partner","d_funny_partner","d_ambition_partner","d_shared_interests_partner","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","d_sports","d_tvsports","d_exercise","d_dining","d_museums","d_art","d_hiking","d_gaming","d_clubbing","d_reading","d_tv","d_theater","d_movies","d_concerts","d_music","d_shopping","d_yoga","expected_happy_with_sd_people","expected_num_interested_in_me","expected_num_matches","d_expected_happy_with_sd_people","d_expected_num_interested_in_me","d_expected_num_matches","like","guess_prob_liked","d_like","d_guess_prob_liked","met","decision","decision_o","match"
"4967",1,13,"24","23",1,"1",1,"1","8","1","8","40","10","15","20","10","5","75","10","10","18","10","10","1","7","10","6","10","1","4","7","9","7","9","4","20","10","20","20","15","15","18","10","18","18","10","10","8","7","9","8","8","7","7","9","7","7","6","7","7","7","7","7","7","7","7","7","4","7","9","1","9","4","7","7","4","1","4","8","6","5","4","3","8","5","7","9","3","9","3","7","7","3","3","3","7","7","3","3","3","7","3","7","6","2","1","6","2","1","7","5","7","5.5","0",1,1,1
"4968",1,13,"24","30",6,"5",0,"1","8","1","8","10","20","20","10","10","30","10","18","18","10","10","75","8","7","8","5","7","5","7","7","7","4","7","4","20","10","20","20","15","15","18","10","18","18","10","10","8","7","9","8","8","7","7","9","7","7","4","8","5","7","7","5","4","7","4","7","7","4","9","1","9","4","7","7","4","1","4","8","6","5","4","3","8","5","7","9","3","9","3","7","7","3","3","3","7","7","3","3","3","7","3","7","6","2","1","6","2","1","5","4","3","2","0",0,1,0
"4969",1,13,"24","36",12,"10",0,"1","8","1","8","15","15","15","20","20","15","10","10","10","18","18","10","7","10","10","6","10","6","7","9","9","7","9","7","20","10","20","20","15","15","18","10","18","18","10","10","8","7","9","8","8","7","7","9","7","7","4","7","6","6","6","3","4","7","7","7","7","4","9","1","9","4","7","7","4","1","4","8","6","5","4","3","8","5","7","9","3","9","3","7","7","3","3","3","7","7","3","3","3","7","3","7","6","2","1","6","2","1","4","1","3","2","0",0,1,0
"4970",1,13,"24","29",5,"5",1,"1","8","1","8","15","10","20","20","20","15","10","10","18","18","18","10","8","10","8","8","8","8","7","9","7","7","7","7","20","10","20","20","15","15","18","10","18","18","10","10","8","7","9","8","8","7","7","9","7","7","7","6","7","6","5","7","7","7","7","7","4","7","9","1","9","4","7","7","4","1","4","8","6","5","4","3","8","5","7","9","3","9","3","7","7","3","3","3","7","7","3","3","3","7","3","7","6","2","1","6","2","1","6","5","7","5.5","0",1,0,0
"4971",1,13,"24","30",6,"5",1,"1","8","1","8","22","12","30","25","10","1","75","10","75","75","10","10","8","7","8","8","8","8","7","7","7","7","7","7","20","10","20","20","15","15","18","10","18","18","10","10","8","7","9","8","8","7","7","9","7","7","5","8","6","6","6","6","4","7","7","7","7","7","9","1","9","4","7","7","4","1","4","8","6","5","4","3","8","5","7","9","3","9","3","7","7","3","3","3","7","7","3","3","3","7","3","7","6","2","1","6","2","1","6","4","7","2","0",0,1,0
"4972",1,13,"24","29",5,"5",1,"1","8","1","8","15","22","22","16","15","10","10","75","75","18","10","10","6","7","8","6","8","6","7","7","7","7","7","7","20","10","20","20","15","15","18","10","18","18","10","10","8","7","9","8","8","7","7","9","7","7","5","7","5","5","7","5","4","7","4","4","4","4","9","1","9","4","7","7","4","1","4","8","6","5","4","3","8","5","7","9","3","9","3","7","7","3","3","3","7","7","3","3","3","7","3","7","6","2","1","6","2","1","6","6","7","5.5","0",0,1,0
"4973",1,13,"24","22",2,"3",0,"1","8","1","8","15","25","15","20","10","15","10","75","10","18","10","10","6","7","9","6","8","6","7","7","9","7","7","7","20","10","20","20","15","15","18","10","18","18","10","10","8","7","9","8","8","7","7","9","7","7","8","8","8","8","6","8","7","7","7","7","7","7","9","1","9","4","7","7","4","1","4","8","6","5","4","3","8","5","7","9","3","9","3","7","7","3","3","3","7","7","3","3","3","7","3","7","6","2","1","6","2","1","7","5","7","5.5","0",1,0,0
"4974",1,13,"24","34",10,"10",1,"1","8","1","8","15","15","10","25","10","25","10","10","10","75","10","75","7","7","7","5","6","5","7","7","7","4","7","4","20","10","20","20","15","15","18","10","18","18","10","10","8","7","9","8","8","7","7","9","7","7","3","6","4","3","3","5","4","7","4","4","4","4","9","1","9","4","7","7","4","1","4","8","6","5","4","3","8","5","7","9","3","9","3","7","7","3","3","3","7","7","3","3","3","7","3","7","6","2","1","6","2","1","3","1","3","2","0",0,1,0
"4975",1,13,"25","34",9,"10",0,"1","5","1","4","2","60","15","8","5","10","10","75","10","10","10","10","8","7","10","10","7","5","7","4","9","9","4","4","20","15","30","10","15","10","18","10","75","10","10","10","5","9","7","7","9","4","9","7","7","9","6","8","8","8","8","1","7","7","7","7","7","4","5","4","4","5","8","10","4","1","1","9","4","6","10","10","10","3","4","3","3","3","3","7","9","3","3","3","9","3","7","9","9","9","3","3","4","2","0","2","2","1","2","1","3","2","0",0,0,0
"4976",1,13,"25","25",0,"1",0,"1","5","1","4","10","20","20","20","10","20","10","18","18","18","10","18","6","7","7","6","6","6","7","7","7","7","7","7","20","15","30","10","15","10","18","10","75","10","10","10","5","9","7","7","9","4","9","7","7","9","6","5","4","3","4","2","7","4","4","4","4","4","5","4","4","5","8","10","4","1","1","9","4","6","10","10","10","3","4","3","3","3","3","7","9","3","3","3","9","3","7","9","9","9","3","3","4","2","0","2","2","1","3","1","3","2","0",0,0,0
"4977",1,13,"25","23",2,"3",0,"1","5","1","4","40","10","15","20","10","5","75","10","10","18","10","10","3","7","8","9","6","2","4","7","7","9","7","4","20","15","30","10","15","10","18","10","75","10","10","10","5","9","7","7","9","4","9","7","7","9","7","7","6","8","6","8","7","7","7","7","7","7","5","4","4","5","8","10","4","1","1","9","4","6","10","10","10","3","4","3","3","3","3","7","9","3","3","3","9","3","7","9","9","9","3","3","4","2","0","2","2","1","7","3","7","2","0",1,1,1
"4978",1,13,"25","30",5,"5",1,"1","5","1","4","10","20","20","10","10","30","10","18","18","10","10","75","6","7","6","8","5","5","7","7","7","7","4","4","20","15","30","10","15","10","18","10","75","10","10","10","5","9","7","7","9","4","9","7","7","9","6","8","8","7","5","6","7","7","7","7","4","7","5","4","4","5","8","10","4","1","1","9","4","6","10","10","10","3","4","3","3","3","3","7","9","3","3","3","9","3","7","9","9","9","3","3","4","2","0","2","2","1","4","3","3","2","0",0,1,0
"4979",1,13,"25","36",11,"10",0,"1","5","1","4","15","15","15","20","20","15","10","10","10","18","18","10","7","10","9","9","7","9","7","9","9","9","4","9","20","15","30","10","15","10","18","10","75","10","10","10","5","9","7","7","9","4","9","7","7","9","4","8","7","8","7","6","4","7","7","7","7","7","5","4","4","5","8","10","4","1","1","9","4","6","10","10","10","3","4","3","3","3","3","7","9","3","3","3","9","3","7","9","9","9","3","3","4","2","0","2","2","1","2","4","3","2","0",0,1,0
"4980",1,13,"25","29",4,"5",0,"1","5","1","4","15","10","20","20","20","15","10","10","18","18","18","10","8","8","8","10","8","5","7","7","7","9","7","4","20","15","30","10","15","10","18","10","75","10","10","10","5","9","7","7","9","4","9","7","7","9","8","5","7","7","6","5","7","4","7","7","7","4","5","4","4","5","8","10","4","1","1","9","4","6","10","10","10","3","4","3","3","3","3","7","9","3","3","3","9","3","7","9","9","9","3","3","4","2","0","2","2","1","8","4","7","2","0",1,0,0
"4981",1,13,"25","30",5,"5",0,"1","5","1","4","22","12","30","25","10","1","75","10","75","75","10","10","6","8","8","8","7","8","7","7","7","7","7","7","20","15","30","10","15","10","18","10","75","10","10","10","5","9","7","7","9","4","9","7","7","9","5","7","7","4","9","2","4","7","7","4","9","4","5","4","4","5","8","10","4","1","1","9","4","6","10","10","10","3","4","3","3","3","3","7","9","3","3","3","9","3","7","9","9","9","3","3","4","2","0","2","2","1","2","1","3","2","0",0,0,0
"4982",1,13,"25","29",4,"5",0,"1","5","1","4","15","22","22","16","15","10","10","75","75","18","10","10","7","7","9","6","7","6","7","7","9","7","7","7","20","15","30","10","15","10","18","10","75","10","10","10","5","9","7","7","9","4","9","7","7","9","2","2","5","1","7","1","4","4","4","4","7","4","5","4","4","5","8","10","4","1","1","9","4","6","10","10","10","3","4","3","3","3","3","7","9","3","3","3","9","3","7","9","9","9","3","3","4","2","0","2","2","1","1","1","3","2","0",0,1,0
"4983",1,13,"25","22",3,"3",0,"1","5","1","4","15","25","15","20","10","15","10","75","10","18","10","10","4","9","8","4","7","4","4","9","7","4","7","4","20","15","30","10","15","10","18","10","75","10","10","10","5","9","7","7","9","4","9","7","7","9","6","3","7","6","9","1","7","4","7","7","9","4","5","4","4","5","8","10","4","1","1","9","4","6","10","10","10","3","4","3","3","3","3","7","9","3","3","3","9","3","7","9","9","9","3","3","4","2","0","2","2","1","4","1","3","2","0",0,0,0
"4984",1,13,"25","34",9,"10",0,"1","5","1","4","15","15","10","25","10","25","10","10","10","75","10","75","6","7","7","4","6","2","7","7","7","4","7","4","20","15","30","10","15","10","18","10","75","10","10","10","5","9","7","7","9","4","9","7","7","9","2","7","7","5","8","2","4","7","7","4","7","4","5","4","4","5","8","10","4","1","1","9","4","6","10","10","10","3","4","3","3","3","3","7","9","3","3","3","9","3","7","9","9","9","3","3","4","2","0","2","2","1","2","1","3","2","0",0,0,0
"4985",1,13,"28","34",6,"5",0,"1","1","1","1","2","60","15","8","5","10","10","75","10","10","10","10","8","7","10","10","7","8","7","4","9","9","4","7","17","17","17","17","16","16","18","18","18","18","18","18","6","6","6","6","6","7","7","7","7","7","9","9","9","7","7","6","9","9","9","7","7","7","9","9","8","8","8","7","5","4","6","7","5","7","8","7","6","4","4","9","9","7","7","7","7","3","3","7","7","3","7","7","7","7","3","3","5","2","5","6","2","4","8","7","7","8.5","0",1,1,1
"4986",1,13,"28","25",3,"3",0,"1","1","1","1","10","20","20","20","10","20","10","18","18","18","10","18","6","8","7","7","6","8","7","7","7","7","7","7","17","17","17","17","16","16","18","18","18","18","18","18","6","6","6","6","6","7","7","7","7","7","10","10","9","7","7","8","9","9","9","7","7","7","9","9","8","8","8","7","5","4","6","7","5","7","8","7","6","4","4","9","9","7","7","7","7","3","3","7","7","3","7","7","7","7","3","3","5","2","5","6","2","4","8","6","7","5.5","0",1,0,0
"4987",1,13,"28","23",5,"5",1,"1","1","1","1","40","10","15","20","10","5","75","10","10","18","10","10","1","7","9","7","6","1","4","7","9","7","7","4","17","17","17","17","16","16","18","18","18","18","18","18","6","6","6","6","6","7","7","7","7","7","6","6","7","7","6","5","7","7","7","7","7","4","9","9","8","8","8","7","5","4","6","7","5","7","8","7","6","4","4","9","9","7","7","7","7","3","3","7","7","3","7","7","7","7","3","3","5","2","5","6","2","4","5","5","3","5.5","0",0,1,0
"4988",1,13,"28","30",2,"3",0,"1","1","1","1","10","20","20","10","10","30","10","18","18","10","10","75","6","8","8","7","7","7","7","7","7","7","7","7","17","17","17","17","16","16","18","18","18","18","18","18","6","6","6","6","6","7","7","7","7","7","10","9","9","10","8","9","9","9","9","9","7","9","9","9","8","8","8","7","5","4","6","7","5","7","8","7","6","4","4","9","9","7","7","7","7","3","3","7","7","3","7","7","7","7","3","3","5","2","5","6","2","4","9","6","9","5.5","0",1,1,1
"4989",1,13,"28","36",8,"10",0,"1","1","1","1","15","15","15","20","20","15","10","10","10","18","18","10","8","10","9","10","9","7","7","9","9","9","9","7","17","17","17","17","16","16","18","18","18","18","18","18","6","6","6","6","6","7","7","7","7","7","7","10","9","7","7","7","7","9","9","7","7","7","9","9","8","8","8","7","5","4","6","7","5","7","8","7","6","4","4","9","9","7","7","7","7","3","3","7","7","3","7","7","7","7","3","3","5","2","5","6","2","4","6","6","7","5.5","0",1,1,1
"4990",1,13,"28","29",1,"1",1,"1","1","1","1","15","10","20","20","20","15","10","10","18","18","18","10","8","10","8","8","8","8","7","9","7","7","7","7","17","17","17","17","16","16","18","18","18","18","18","18","6","6","6","6","6","7","7","7","7","7","10","10","10","9","9","8","9","9","9","9","9","7","9","9","8","8","8","7","5","4","6","7","5","7","8","7","6","4","4","9","9","7","7","7","7","3","3","7","7","3","7","7","7","7","3","3","5","2","5","6","2","4","10","8","9","8.5","0",1,0,0
"4991",1,13,"28","30",2,"3",1,"1","1","1","1","22","12","30","25","10","1","75","10","75","75","10","10","7","9","8","8","7","6","7","9","7","7","7","7","17","17","17","17","16","16","18","18","18","18","18","18","6","6","6","6","6","7","7","7","7","7","9","6","8","7","7","6","9","7","7","7","7","7","9","9","8","8","8","7","5","4","6","7","5","7","8","7","6","4","4","9","9","7","7","7","7","3","3","7","7","3","7","7","7","7","3","3","5","2","5","6","2","4","6","5","7","5.5","0",1,0,0
"4992",1,13,"28","29",1,"1",1,"1","1","1","1","15","22","22","16","15","10","10","75","75","18","10","10","6","8","8","6","7","3","7","7","7","7","7","4","17","17","17","17","16","16","18","18","18","18","18","18","6","6","6","6","6","7","7","7","7","7","7","9","8","6","6","6","7","9","7","7","7","7","9","9","8","8","8","7","5","4","6","7","5","7","8","7","6","4","4","9","9","7","7","7","7","3","3","7","7","3","7","7","7","7","3","3","5","2","5","6","2","4","6","6","7","5.5","0",1,0,0
"4993",1,13,"28","22",6,"5",0,"1","1","1","1","15","25","15","20","10","15","10","75","10","18","10","10","4","8","8","4","6","2","4","7","7","4","7","4","17","17","17","17","16","16","18","18","18","18","18","18","6","6","6","6","6","7","7","7","7","7","10","7","8","8","8","6","9","7","7","7","7","7","9","9","8","8","8","7","5","4","6","7","5","7","8","7","6","4","4","9","9","7","7","7","7","3","3","7","7","3","7","7","7","7","3","3","5","2","5","6","2","4","6","5","7","5.5","0",1,0,0
"4994",1,13,"28","34",6,"5",1,"1","1","1","1","15","15","10","25","10","25","10","10","10","75","10","75","5","7","7","5","4","5","4","7","7","4","4","4","17","17","17","17","16","16","18","18","18","18","18","18","6","6","6","6","6","7","7","7","7","7","8","9","7","6","6","6","7","9","7","7","7","7","9","9","8","8","8","7","5","4","6","7","5","7","8","7","6","4","4","9","9","7","7","7","7","3","3","7","7","3","7","7","7","7","3","3","5","2","5","6","2","4","6","6","7","5.5","0",0,0,0
"4995",1,13,"27","34",7,"10",0,"1","1","1","1","2","60","15","8","5","10","10","75","10","10","10","10","5","7","10","8","7","5","4","4","9","7","4","4","10","20","25","20","20","5","10","18","75","18","18","10","7","9","7","9","10","7","9","7","9","9","6","6","6","5","6","5","7","7","7","4","7","4","4","2","7","6","8","8","8","6","6","8","4","10","10","7","7","5","10","3","3","7","7","7","7","7","7","7","7","3","9","9","7","7","3","9","2","2","4","2","2","4","5","5","3","5.5","0",0,0,0
"4996",1,13,"27","25",2,"3",0,"1","1","1","1","10","20","20","20","10","20","10","18","18","18","10","18","6","7","7","6","6","6","7","7","7","7","7","7","10","20","25","20","20","5","10","18","75","18","18","10","7","9","7","9","10","7","9","7","9","9","6","6","7","6","6","5","7","7","7","7","7","4","4","2","7","6","8","8","8","6","6","8","4","10","10","7","7","5","10","3","3","7","7","7","7","7","7","7","7","3","9","9","7","7","3","9","2","2","4","2","2","4","6","6","7","5.5","0",0,0,0
"4997",1,13,"27","23",4,"5",0,"1","1","1","1","40","10","15","20","10","5","75","10","10","18","10","10","1","7","9","2","5","2","4","7","9","4","4","4","10","20","25","20","20","5","10","18","75","18","18","10","7","9","7","9","10","7","9","7","9","9","5","6","6","5","6","5","4","7","7","4","7","4","4","2","7","6","8","8","8","6","6","8","4","10","10","7","7","5","10","3","3","7","7","7","7","7","7","7","7","3","9","9","7","7","3","9","2","2","4","2","2","4","4","4","3","2","0",0,1,0
"4998",1,13,"27","30",3,"3",0,"1","1","1","1","10","20","20","10","10","30","10","18","18","10","10","75","5","5","7","5","7","5","4","4","7","4","7","4","10","20","25","20","20","5","10","18","75","18","18","10","7","9","7","9","10","7","9","7","9","9","5","6","7","7","6","7","4","7","7","7","7","7","4","2","7","6","8","8","8","6","6","8","4","10","10","7","7","5","10","3","3","7","7","7","7","7","7","7","7","3","9","9","7","7","3","9","2","2","4","2","2","4","6","6","7","5.5","0",1,1,1
"4999",1,13,"27","36",9,"10",0,"1","1","1","1","15","15","15","20","20","15","10","10","10","18","18","10","7","10","9","8","7","6","7","9","9","7","4","7","10","20","25","20","20","5","10","18","75","18","18","10","7","9","7","9","10","7","9","7","9","9","5","8","8","8","8","8","4","7","7","7","7","7","4","2","7","6","8","8","8","6","6","8","4","10","10","7","7","5","10","3","3","7","7","7","7","7","7","7","7","3","9","9","7","7","3","9","2","2","4","2","2","4","7","7","7","8.5","0",1,1,1
"5000",1,13,"27","29",2,"3",0,"1","1","1","1","15","10","20","20","20","15","10","10","18","18","18","10","8","8","8","8","8","3","7","7","7","7","7","4","10","20","25","20","20","5","10","18","75","18","18","10","7","9","7","9","10","7","9","7","9","9","8","8","8","7","8","7","7","7","7","7","7","7","4","2","7","6","8","8","8","6","6","8","4","10","10","7","7","5","10","3","3","7","7","7","7","7","7","7","7","3","9","9","7","7","3","9","2","2","4","2","2","4","6","7","7","8.5","0",1,0,0
"5001",1,13,"27","30",3,"3",0,"1","1","1","1","22","12","30","25","10","1","75","10","75","75","10","10","5","7","7","5","10","5","4","7","7","4","9","4","10","20","25","20","20","5","10","18","75","18","18","10","7","9","7","9","10","7","9","7","9","9","8","8","8","8","7","7","7","7","7","7","7","7","4","2","7","6","8","8","8","6","6","8","4","10","10","7","7","5","10","3","3","7","7","7","7","7","7","7","7","3","9","9","7","7","3","9","2","2","4","2","2","4","7","5","7","5.5","0",1,0,0
"5002",1,13,"27","29",2,"3",0,"1","1","1","1","15","22","22","16","15","10","10","75","75","18","10","10","3","7","8","6","8","2","4","7","7","7","7","4","10","20","25","20","20","5","10","18","75","18","18","10","7","9","7","9","10","7","9","7","9","9","6","8","7","6","7","6","7","7","7","7","7","7","4","2","7","6","8","8","8","6","6","8","4","10","10","7","7","5","10","3","3","7","7","7","7","7","7","7","7","3","9","9","7","7","3","9","2","2","4","2","2","4","7","6","7","5.5","0",1,0,0
"5003",1,13,"27","22",5,"5",0,"1","1","1","1","15","25","15","20","10","15","10","75","10","18","10","10","4","9","8","6","8","2","4","9","7","7","7","4","10","20","25","20","20","5","10","18","75","18","18","10","7","9","7","9","10","7","9","7","9","9","7","7","8","7","9","6","7","7","7","7","9","7","4","2","7","6","8","8","8","6","6","8","4","10","10","7","7","5","10","3","3","7","7","7","7","7","7","7","7","3","9","9","7","7","3","9","2","2","4","2","2","4","7","5","7","5.5","0",1,0,0
"5004",1,13,"27","34",7,"10",0,"1","1","1","1","15","15","10","25","10","25","10","10","10","75","10","75","4","8","7","4","7","3","4","7","7","4","7","4","10","20","25","20","20","5","10","18","75","18","18","10","7","9","7","9","10","7","9","7","9","9","6","5","7","5","7","6","7","4","7","4","7","7","4","2","7","6","8","8","8","6","6","8","4","10","10","7","7","5","10","3","3","7","7","7","7","7","7","7","7","3","9","9","7","7","3","9","2","2","4","2","2","4","6","5","7","5.5","0",1,0,0
"5005",1,13,"27","34",34,"10",0,"1","1","1","1","2","60","15","8","5","10","10","75","10","10","10","10","10","7","10","10","8","10","9","4","9","9","7","9","20","20","20","20","10","10","10","10","10","10","10","10","7","9","8","9","8","4","4","4","4","4","8","7","7","8","9","7","7","7","7","7","9","7","8","1","8","8","8","8","8","1","8","9","6","7","8","8","8","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","3","2","2","4","8","7","7","8.5","0",1,1,1
"5006",1,13,"27","25",25,"10",0,"1","1","1","1","10","20","20","20","10","20","10","18","18","18","10","18","7","6","7","8","6","7","7","7","7","7","7","7","20","20","20","20","10","10","10","10","10","10","10","10","7","9","8","9","8","4","4","4","4","4","9","9","8","6","8","5","9","9","7","7","7","4","8","1","8","8","8","8","8","1","8","9","6","7","8","8","8","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","3","2","2","4","8","7","7","8.5","0",1,1,1
"5007",1,13,"27","23",23,"10",0,"1","1","1","1","40","10","15","20","10","5","75","10","10","18","10","10","3","7","9","6","7","9","4","7","9","7","7","9","20","20","20","20","10","10","10","10","10","10","10","10","7","9","8","9","8","4","4","4","4","4","8","6","7","9","7","7","7","7","7","9","7","7","8","1","8","8","8","8","8","1","8","9","6","7","8","8","8","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","3","2","2","4","9","6","9","5.5","0",0,1,0
"5008",1,13,"27","30",30,"10",0,"1","1","1","1","10","20","20","10","10","30","10","18","18","10","10","75","7","7","7","8","7","5","7","7","7","7","7","4","20","20","20","20","10","10","10","10","10","10","10","10","7","9","8","9","8","4","4","4","4","4","8","8","7","9","6","6","7","7","7","9","7","7","8","1","8","8","8","8","8","1","8","9","6","7","8","8","8","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","3","2","2","4","8","8","7","8.5","0",1,1,1
"5009",1,13,"27","36",36,"10",0,"1","1","1","1","15","15","15","20","20","15","10","10","10","18","18","10","9","10","8","10","9","5","9","9","7","9","9","4","20","20","20","20","10","10","10","10","10","10","10","10","7","9","8","9","8","4","4","4","4","4","4","8","6","5","6","3","4","7","7","4","7","4","8","1","8","8","8","8","8","1","8","9","6","7","8","8","8","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","3","2","2","4","4","9","3","8.5","0",0,1,0
"5010",1,13,"27","29",29,"10",0,"1","1","1","1","15","10","20","20","20","15","10","10","18","18","18","10","8","8","8","8","8","8","7","7","7","7","7","7","20","20","20","20","10","10","10","10","10","10","10","10","7","9","8","9","8","4","4","4","4","4","9","9","9","9","8","10","9","9","9","9","7","9","8","1","8","8","8","8","8","1","8","9","6","7","8","8","8","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","3","2","2","4","9","8","9","8.5","0",0,0,0
"5011",1,13,"27","30",30,"10",0,"1","1","1","1","22","12","30","25","10","1","75","10","75","75","10","10","9","8","8","8","8","4","9","7","7","7","7","4","20","20","20","20","10","10","10","10","10","10","10","10","7","9","8","9","8","4","4","4","4","4","7","9","8","8","6","7","7","9","7","7","7","7","8","1","8","8","8","8","8","1","8","9","6","7","8","8","8","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","3","2","2","4","8","9","7","8.5","0",1,1,1
"5012",1,13,"27","29",29,"10",0,"1","1","1","1","15","22","22","16","15","10","10","75","75","18","10","10","5","6","7","6","7","5","4","7","7","7","7","4","20","20","20","20","10","10","10","10","10","10","10","10","7","9","8","9","8","4","4","4","4","4","6","9","8","6","6","9","7","9","7","7","7","9","8","1","8","8","8","8","8","1","8","9","6","7","8","8","8","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","3","2","2","4","7","9","7","8.5","0",1,0,0
"5013",1,13,"27","22",22,"10",0,"1","1","1","1","15","25","15","20","10","15","10","75","10","18","10","10","5","7","6","6","7","5","4","7","7","7","7","4","20","20","20","20","10","10","10","10","10","10","10","10","7","9","8","9","8","4","4","4","4","4","6","9","9","8","8","7","7","9","9","7","7","7","8","1","8","8","8","8","8","1","8","9","6","7","8","8","8","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","3","2","2","4","6","7","7","8.5","0",0,0,0
"5014",1,13,"27","34",34,"10",0,"1","1","1","1","15","15","10","25","10","25","10","10","10","75","10","75","7","7","7","8","6","5","7","7","7","7","7","4","20","20","20","20","10","10","10","10","10","10","10","10","7","9","8","9","8","4","4","4","4","4","4","6","5","3","4","4","4","7","4","4","4","4","8","1","8","8","8","8","8","1","8","9","6","7","8","8","8","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","3","2","2","4","4","6","3","5.5","0",0,1,0
"5015",1,13,"27","34",34,"10",0,"1","1","1","1","2","60","15","8","5","10","10","75","10","10","10","10","8","7","10","8","7","10","7","4","9","7","4","9","20","20","20","20","10","10","10","10","10","10","10","10","7","9","8","9","8","4","4","4","4","4","5","7","8","5","6","5","4","7","7","4","7","4","8","1","8","8","8","8","8","1","8","9","6","7","8","8","8","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","1","2","2","1","5","4","3","2","0",0,1,0
"5016",1,13,"27","25",25,"10",0,"1","1","1","1","10","20","20","20","10","20","10","18","18","18","10","18","6","7","8","7","7","5","4","4","4","4","4","4","20","20","20","20","10","10","10","10","10","10","10","10","7","9","8","9","8","4","4","4","4","4","7","8","7","4","5","4","7","7","7","4","4","4","8","1","8","8","8","8","8","1","8","9","6","7","8","8","8","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","1","2","2","1","5","4","3","2","0",0,0,0
"5017",1,13,"27","23",23,"10",0,"1","1","1","1","40","10","15","20","10","5","75","10","10","18","10","10","8","9","9","9","9","9","7","9","9","9","9","9","20","20","20","20","10","10","10","10","10","10","10","10","7","9","8","9","8","4","4","4","4","4","9","8","8","10","7","9","9","7","7","9","7","9","8","1","8","8","8","8","8","1","8","9","6","7","8","8","8","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","1","2","2","1","8","7","7","8.5","0",1,1,1
"5018",1,13,"27","30",30,"10",0,"1","1","1","1","10","20","20","10","10","30","10","18","18","10","10","75","7","5","6","4","5","5","7","4","7","4","4","4","20","20","20","20","10","10","10","10","10","10","10","10","7","9","8","9","8","4","4","4","4","4","6","5","6","8","10","5","7","4","7","7","9","4","8","1","8","8","8","8","8","1","8","9","6","7","8","8","8","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","1","2","2","1","7","5","7","5.5","0",0,1,0
"5019",1,13,"27","36",36,"10",0,"1","1","1","1","15","15","15","20","20","15","10","10","10","18","18","10","8","10","9","8","8","5","7","9","9","7","7","4","20","20","20","20","10","10","10","10","10","10","10","10","7","9","8","9","8","4","4","4","4","4","4","8","6","5","5","7","4","7","7","4","4","7","8","1","8","8","8","8","8","1","8","9","6","7","8","8","8","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","1","2","2","1","5","5","3","5.5","0",0,1,0
"5020",1,13,"27","29",29,"10",0,"1","1","1","1","15","10","20","20","20","15","10","10","18","18","18","10","8","3","7","6","7","3","7","4","7","7","7","4","20","20","20","20","10","10","10","10","10","10","10","10","7","9","8","9","8","4","4","4","4","4","8","5","6","9","7","4","7","4","7","9","7","4","8","1","8","8","8","8","8","1","8","9","6","7","8","8","8","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","1","2","2","1","6","5","7","5.5","0",1,0,0
